raceId,driverId,startingPosition,racePosition,year,raceIdOrdered,yearStarted,RacingExperience,nationality,qualiResultPosition,q1Msec,q2Msec,q3Msec,maxPace,meanPace,driverExpYears,circuitId,constructorId,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
225,71,1,1,1996,583,1992,59,British,1.0,78111,0,0,78111,78111.0,4,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,44,15,6,1996,583,1994,35,French,15.0,80426,0,0,80426,80426.0,2,18,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,56,10,7,1996,583,1993,34,British,10.0,79951,0,0,79951,79951.0,3,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,79,16,9,1996,583,1992,66,Japanese,16.0,80427,0,0,80427,80427.0,4,18,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,63,11,5,1996,583,1994,21,Finnish,11.0,80000,0,0,80000,80000.0,2,18,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,63,16,14,1996,584,1994,22,Finnish,16.0,92903,0,0,92903,92903.0,2,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,57,8,22,1996,584,1991,69,Finnish,8.0,91801,0,0,91801,91801.0,5,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,73,20,20,1996,584,1996,3,Brazilian,20.0,93752,0,0,93752,93752.0,0,25,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,79,13,19,1996,584,1992,67,Japanese,13.0,92407,0,0,92407,92407.0,4,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,64,18,18,1996,584,1995,20,Brazilian,18.0,93424,0,0,93424,93424.0,1,25,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,49,11,17,1996,584,1994,36,German,11.0,92130,0,0,92130,92130.0,2,25,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,58,14,16,1996,584,1996,2,Brazilian,14.0,92502,0,0,92502,92502.0,0,25,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,84,15,15,1996,584,1984,152,British,15.0,92696,0,0,92696,92696.0,12,25,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,83,19,13,1996,584,1993,19,Portuguese,19.0,93727,0,0,93727,93727.0,3,25,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,69,21,21,1996,584,1993,34,Italian,21.0,94830,0,0,94830,94830.0,3,25,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,77,5,11,1996,584,1984,183,Austrian,5.0,91262,0,0,91262,91262.0,12,25,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,71,1,1,1996,584,1992,60,British,1.0,90346,0,0,90346,90346.0,4,25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,30,2,12,1996,584,1991,72,German,2.0,90598,0,0,90598,90598.0,5,25,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,55,4,3,1996,584,1989,106,French,4.0,91038,0,0,91038,91038.0,7,25,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,22,6,4,1996,584,1993,52,Brazilian,6.0,91404,0,0,91404,91404.0,3,25,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,56,10,5,1996,584,1993,35,British,10.0,92058,0,0,92058,92058.0,3,25,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,35,3,2,1996,584,1996,3,Canadian,3.0,90907,0,0,90907,90907.0,0,25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,14,9,7,1996,584,1994,28,British,9.0,92001,0,0,92001,92001.0,2,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,85,22,10,1996,584,1994,21,Italian,22.0,95651,0,0,95651,95651.0,2,25,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,44,12,8,1996,584,1994,36,French,12.0,92177,0,0,92177,92177.0,2,25,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,65,17,9,1996,584,1989,86,British,17.0,93256,0,0,93256,93256.0,7,25,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,50,7,6,1996,584,1994,18,Dutch,7.0,91615,0,0,91615,91615.0,2,25,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,55,4,20,1996,585,1989,107,French,4.0,80711,0,0,80711,80711.0,7,20,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,56,7,19,1996,585,1993,36,British,7.0,80931,0,0,80931,80931.0,3,20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,44,15,18,1996,585,1994,37,French,15.0,81509,0,0,81509,81509.0,2,20,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,50,13,17,1996,585,1994,19,Dutch,13.0,81367,0,0,81367,81367.0,2,20,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,79,16,15,1996,585,1992,68,Japanese,16.0,81812,0,0,81812,81812.0,4,20,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,63,14,14,1996,585,1994,23,Finnish,14.0,81458,0,0,81458,81458.0,2,20,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,21,18,13,1996,585,1996,2,Italian,18.0,82921,0,0,82921,82921.0,0,20,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,49,10,16,1996,585,1994,37,German,10.0,81113,0,0,81113,81113.0,2,20,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,73,20,11,1996,585,1996,4,Brazilian,20.0,83620,0,0,83620,83620.0,0,20,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,35,2,1,1996,585,1996,4,Canadian,2.0,79721,0,0,79721,79721.0,0,20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,83,19,12,1996,585,1993,20,Portuguese,19.0,83139,0,0,83139,83139.0,3,20,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,14,6,3,1996,585,1994,29,British,6.0,80888,0,0,80888,80888.0,2,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,71,1,4,1996,585,1992,61,British,1.0,78941,0,0,78941,78941.0,4,20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,22,5,5,1996,585,1993,53,Brazilian,5.0,80818,0,0,80818,80818.0,3,20,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,30,3,2,1996,585,1991,73,German,3.0,80149,0,0,80149,80149.0,5,20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,65,12,7,1996,585,1989,87,British,12.0,81210,0,0,81210,81210.0,7,20,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,57,9,8,1996,585,1991,70,Finnish,9.0,81078,0,0,81078,81078.0,5,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,77,8,9,1996,585,1984,184,Austrian,8.0,81054,0,0,81054,81054.0,12,20,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,64,17,10,1996,585,1995,21,Brazilian,17.0,82733,0,0,82733,82733.0,1,20,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,84,11,6,1996,585,1984,153,British,11.0,81177,0,0,81177,81177.0,12,20,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,14,4,14,1996,586,1994,30,British,4.0,87688,0,0,87688,87688.0,2,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,63,8,21,1996,586,1994,24,Finnish,8.0,88423,0,0,88423,88423.0,2,21,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,65,15,20,1996,586,1989,88,British,15.0,89541,0,0,89541,89541.0,7,21,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,21,19,19,1996,586,1996,3,Italian,19.0,90814,0,0,90814,90814.0,0,21,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,49,10,18,1996,586,1994,38,German,10.0,88785,0,0,88785,88785.0,2,21,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,84,12,17,1996,586,1984,154,British,12.0,89099,0,0,89099,89099.0,12,21,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,50,14,16,1996,586,1994,20,Dutch,14.0,89539,0,0,89539,89539.0,2,21,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,73,20,15,1996,586,1996,5,Brazilian,20.0,91316,0,0,91316,91316.0,0,21,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,79,16,13,1996,586,1992,69,Japanese,16.0,89892,0,0,89892,89892.0,4,21,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,22,9,5,1996,586,1993,54,Brazilian,9.0,88632,0,0,88632,88632.0,3,21,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,35,3,11,1996,586,1996,5,Canadian,3.0,87220,0,0,87220,87220.0,0,21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,69,21,10,1996,586,1993,36,Italian,21.0,92037,0,0,92037,92037.0,3,21,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,83,18,9,1996,586,1993,21,Portuguese,18.0,90471,0,0,90471,90471.0,3,21,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,57,11,8,1996,586,1991,71,Finnish,11.0,89079,0,0,89079,89079.0,5,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,64,17,7,1996,586,1995,22,Brazilian,17.0,89989,0,0,89989,89989.0,1,21,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,55,5,6,1996,586,1989,108,French,5.0,88009,0,0,88009,88009.0,7,21,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,56,6,4,1996,586,1993,37,British,6.0,88205,0,0,88205,88205.0,3,21,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,77,7,3,1996,586,1984,185,Austrian,7.0,88336,0,0,88336,88336.0,12,21,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,44,13,12,1996,586,1994,38,French,13.0,89472,0,0,89472,89472.0,2,21,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,30,1,2,1996,586,1991,74,German,1.0,86890,0,0,86890,86890.0,5,21,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,71,2,1,1996,586,1992,62,British,2.0,87105,0,0,87105,87105.0,4,21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,73,20,15,1996,587,1996,6,Brazilian,20.0,84976,0,0,84976,84976.0,0,6,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,79,15,16,1996,587,1992,70,Japanese,15.0,82460,0,0,82460,82460.0,4,6,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,30,1,17,1996,587,1991,75,German,1.0,80356,0,0,80356,80356.0,5,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,50,12,21,1996,587,1994,21,Dutch,12.0,82327,0,0,82327,82327.0,2,6,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,83,19,19,1996,587,1993,22,Portuguese,19.0,83350,0,0,83350,83350.0,3,6,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,21,18,20,1996,587,1996,4,Italian,18.0,82684,0,0,82684,82684.0,0,6,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,85,22,22,1996,587,1994,24,Italian,22.0,85393,0,0,85393,85393.0,2,6,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,64,17,14,1996,587,1995,23,Brazilian,17.0,82682,0,0,82682,82682.0,1,6,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,22,6,18,1996,587,1993,55,Brazilian,6.0,81504,0,0,81504,81504.0,3,6,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,77,4,13,1996,587,1984,186,Austrian,4.0,81067,0,0,81067,81067.0,12,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,57,8,6,1996,587,1991,72,Finnish,8.0,81688,0,0,81688,81688.0,5,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,71,2,11,1996,587,1992,63,British,2.0,80866,0,0,80866,80866.0,4,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,69,21,10,1996,587,1993,37,Italian,21.0,85059,0,0,85059,85059.0,3,6,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,55,3,9,1996,587,1989,109,French,3.0,80918,0,0,80918,80918.0,7,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,35,10,8,1996,587,1996,6,Canadian,10.0,81963,0,0,81963,81963.0,0,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,56,7,7,1996,587,1993,38,British,7.0,81542,0,0,81542,81542.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,63,11,5,1996,587,1994,25,Finnish,11.0,82235,0,0,82235,82235.0,2,6,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,49,9,4,1996,587,1994,39,German,9.0,81929,0,0,81929,81929.0,2,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,65,13,3,1996,587,1989,89,British,13.0,82346,0,0,82346,82346.0,7,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,14,5,2,1996,587,1994,31,British,5.0,81460,0,0,81460,81460.0,2,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,44,14,1,1996,587,1994,39,French,14.0,82358,0,0,82358,82358.0,2,6,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,84,16,12,1996,587,1984,155,British,16.0,82519,0,0,82519,82519.0,12,6,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,56,6,15,1996,588,1993,39,British,6.0,82333,0,0,82333,82333.0,3,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,44,8,16,1996,588,1994,40,French,8.0,82685,0,0,82685,82685.0,2,4,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,21,19,17,1996,588,1996,5,Italian,19.0,85531,0,0,85531,85531.0,0,4,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,73,20,19,1996,588,1996,7,Brazilian,20.0,85621,0,0,85621,85621.0,0,4,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,83,18,20,1996,588,1993,23,Portuguese,18.0,85274,0,0,85274,85274.0,3,4,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,71,1,13,1996,588,1992,64,British,1.0,80650,0,0,80650,80650.0,4,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,14,14,18,1996,588,1994,32,British,14.0,83416,0,0,83416,83416.0,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,63,12,12,1996,588,1994,26,Finnish,12.0,83224,0,0,83224,83224.0,2,4,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,79,16,14,1996,588,1992,71,Japanese,16.0,84401,0,0,84401,84401.0,4,4,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,65,9,10,1996,588,1989,90,British,9.0,83027,0,0,83027,83027.0,7,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,84,15,11,1996,588,1984,156,British,15.0,83438,0,0,83438,83438.0,12,4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,30,3,1,1996,588,1991,76,German,3.0,81587,0,0,81587,81587.0,5,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,35,2,3,1996,588,1996,7,Canadian,2.0,81084,0,0,81084,81084.0,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,49,11,4,1996,588,1994,40,German,11.0,83195,0,0,83195,83195.0,2,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,55,4,2,1996,588,1989,110,French,4.0,82061,0,0,82061,82061.0,7,4,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,64,17,6,1996,588,1995,24,Brazilian,17.0,84468,0,0,84468,84468.0,1,4,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,50,13,7,1996,588,1994,22,Dutch,13.0,83371,0,0,83371,83371.0,2,4,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,22,7,8,1996,588,1993,56,Brazilian,7.0,82379,0,0,82379,82379.0,3,4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,77,5,9,1996,588,1984,187,Austrian,5.0,82125,0,0,82125,82125.0,12,4,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,57,10,5,1996,588,1991,73,Finnish,10.0,83070,0,0,83070,83070.0,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,21,14,16,1997,598,1996,9,Italian,14.0,93552,0,0,93552,93552.0,1,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,50,21,17,1997,598,1994,32,Dutch,21.0,94943,0,0,94943,94943.0,3,1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,23,12,18,1997,598,1997,1,German,12.0,93130,0,0,93130,93130.0,0,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,35,1,19,1997,598,1996,17,Canadian,1.0,89369,0,0,89369,89369.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,65,7,21,1997,598,1989,100,British,7.0,92287,0,0,92287,92287.0,8,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,71,20,22,1997,598,1992,74,British,20.0,94806,0,0,94806,94806.0,5,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,56,5,20,1997,598,1993,49,British,5.0,91881,0,0,91881,91881.0,4,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,55,8,14,1997,598,1989,120,French,8.0,92593,0,0,92593,92593.0,8,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,79,15,15,1997,598,1992,81,Japanese,15.0,93798,0,0,93798,93798.0,5,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,63,18,12,1997,598,1994,36,Finnish,18.0,94229,0,0,94229,94229.0,3,1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,30,3,2,1997,598,1991,86,German,3.0,91472,0,0,91472,91472.0,6,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,57,6,3,1997,598,1991,83,Finnish,6.0,91971,0,0,91971,91971.0,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,77,10,4,1997,598,1984,197,Austrian,10.0,92870,0,0,92870,92870.0,13,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,44,9,5,1997,598,1994,50,French,9.0,92842,0,0,92842,92842.0,3,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,78,13,6,1997,598,1987,71,Italian,13.0,93327,0,0,93327,93327.0,10,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,14,4,1,1997,598,1994,42,British,4.0,91531,0,0,91531,91531.0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,49,2,8,1997,598,1994,50,German,2.0,91123,0,0,91123,91123.0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,15,17,9,1997,598,1997,1,Italian,17.0,94120,0,0,94120,94120.0,0,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,64,22,10,1997,598,1995,34,Brazilian,22.0,95972,0,0,95972,95972.0,2,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,22,11,11,1997,598,1993,66,Brazilian,11.0,93075,0,0,93075,93075.0,4,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,75,16,7,1997,598,1997,1,Japanese,16.0,93989,0,0,93989,93989.0,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,76,19,13,1997,598,1995,2,Danish,19.0,94623,0,0,94623,94623.0,2,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,63,22,13,1997,599,1994,37,Finnish,22.0,79274,0,0,79274,79274.0,3,18,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,76,20,22,1997,599,1995,3,Danish,20.0,78773,0,0,78773,78773.0,2,18,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,64,16,21,1997,599,1995,35,Brazilian,16.0,78095,0,0,78095,78095.0,2,18,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,22,11,20,1997,599,1993,67,Brazilian,11.0,77259,0,0,77259,77259.0,4,18,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,23,10,19,1997,599,1997,2,German,10.0,77175,0,0,77175,77175.0,0,18,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,79,18,18,1997,599,1992,82,Japanese,18.0,78557,0,0,78557,78557.0,5,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,71,9,17,1997,599,1992,75,British,9.0,77090,0,0,77090,77090.0,5,18,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,56,14,16,1997,599,1993,50,British,14.0,77527,0,0,77527,77527.0,4,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,50,21,15,1997,599,1994,33,Dutch,21.0,78885,0,0,78885,78885.0,3,18,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,75,15,14,1997,599,1997,2,Japanese,15.0,77999,0,0,77999,77999.0,0,18,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,15,17,12,1997,599,1997,2,Italian,17.0,78336,0,0,78336,78336.0,0,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,14,12,10,1997,599,1994,43,British,12.0,77262,0,0,77262,77262.0,3,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,49,8,9,1997,599,1994,51,German,8.0,76971,0,0,76971,76971.0,3,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,21,7,8,1997,599,1996,10,Italian,7.0,76912,0,0,76912,76912.0,1,18,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,65,13,7,1997,599,1989,101,British,13.0,77409,0,0,77409,77409.0,8,18,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,55,6,6,1997,599,1989,121,French,6.0,76757,0,0,76757,76757.0,8,18,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
